-111.9308,-81.996433 
25.668429,-16.399288 
24.24243,-7.130119 
27.807496,-1.42603
 29.2335104,4.27808 
22.8163896,10.695183 
17.82532,14.260252 
17.11229,21.390372 
12.12122,27.094473 
68.461355,0 
-3.56507,24.242419 
-5.70411,17.825326 
-9.26915,19.964341 
-13.54724,15.686283 
-12.12121,12.121215 
-19.2513396,10.695176 
-17.1123004,9.98217 
27.80748,0 
24.95544,3.56507 
22.1034,7.84313 
22.10338,12.83423 
17.825315,7.84314 
19.96436,2.13903 
14.97325,-5.7041 
12.12121,-14.97326 
13.54724,-19.25134 
11.4082,-14.260255 
9.26916,-2.852039 
12.12121,2.139048 
8.55615,7.843124 
10.69519,16.399292 
9.26917,26.38146 
4.27807,26.38146 
0,41.35473 
-2.13904,22.81639 
-5.7041,24.95544 
-7.84313,22.8164 
-15.68628,29.94652 
-27.09447,30.65954 
-31.37255,23.52941 
-37.78967,17.82531 
-42.780755,11.4082 
-39.21568,7.84314 
-52.049902,-0.71301 
-42.067742,-5.7041 
-42.067721,-14.26026 
-37.78968,-19.25132 
-28.52049,-24.95544 
-19.25134,-32.08557 
-9.26916,-21.39036 
-4.27808,-24.24243 
1.42603,-23.52941 
8.55614,-27.09448 
18.53833,-27.80748 
27.09448,-34.22461 
19.96434,-23.52941 
11.40821,-19.96434 
2.31728,-13.547244 
-1.96078,-9.625665 
-6.06062,-7.664877 
-3.3868,-5.525854 
2.3173,-3.743321 
4.27806,-1.604278 
0.17827,-11.229944 
-0.71301,-12.121216 
-2.49555,-10.338683 
-2.85205,-9.625651 
-2.85205,-10.33867 
0,-0.713012 
-2.67379,-10.873447 
-2.67379,-10.873447 
-0.89127,-12.2994644 
0.17825,-11.7647006 
2.67379,-10.695192 
3.74332,-6.951872 
2.49555,-2.139036 
1.06951,-5.169338 
-3.92158,-2.495545 
0.17827,-3.743314 
8.55615,-11.764707 
9.09092,-13.547241
